word	frequency
canadian	33
canopy	1
awe	8
inspire	76
capias	1
request	114
captain	24
drink	100
deck	18
carbon	11
fiber	5
wing	11
car	224
house	296
leave	400
road	185
pull	57
stereo	2
windshield	4
reportedly	22
smash	10
concrete	15
case	341
misery	5
casual	15
performance	135
hold	386
basin	9
cat	55
rescue	34
caution	11
accabo	1
pierne	1
acceptance	6
appropriation	2
accepting	2
ongoing	46
threat	33
difficult	125
chinese	24
auction	23
access	64
drive	223
exclude	16
accessed	2
oak	14
hallway	10
huge	147
restrict	7
breakfast	54
kitchen	78
cellar	6
storage	50
large	157
coal	9
roof	25
sub	11
space	152
bathroom	38
detach	2
double	138
garage	55
accommodation	15
sun	43
accidents	2
accolades	1
tourist	19
welcome	270
accomodation	2
hard	326
accompanied	1
accompanying	1
snack	18
available	412
according	11
recent	49
accordingly	6
reaction	48
typical	34
decision	207
article	168
ifls	1
official	112
yahoo	5
military	65
nepalnews	1
blogs	5
blackburnprize	1
occupywallst	1
editor	76
accurateautoadvice	1
yes	116
accountability	26
action	169
accounting	1
language	69
accreditation	3
valid	22
accusations	1
motive	27
cell	28
phone	128
ring	51
chain	27
chalkboard	2
list	204
daily	77
special	203
honor	83
change	708
leadership	72
imperative	6
occur	49
crux	4
hit	215
skip	13
realty	10
dismiss	36
charter	17
achee	1
chef	19
away	254
chevrolet	1
suburban	3
chicken	56
kitten	5
roam	3
free	340
sausage	8
gouda	1
superb	19
chief	41
king	72
achievement	25
correlate	1
homework	17
bowl	58
cost	238
responsibility	72
gorilla	3
enclosure	3
mother	157
mature	21
guidance	7
adult	61
aching	1
choir	18
regale	1
crowd	102
rosy	2
christmas	55
commercial	39
church	330
c	24
condition	128
citation	14
ordinance	26
violation	34
jackson	63
building	36
muslim	8
population	20
acknowledge	17
validate	2
classic	35
example	177
journalism	19
player	149
accommodate	15
classroom	21
thurgood	1
marshall	27
worth	64
legislature	18
chandler	7
jones	58
romantic	14
moment	147
closing	1
aclu	1
director	78
steven	10
shapiro	1
cheer	19
coach	169
control	148
talent	69
present	186
coin	6
side	53
cold	73
dive	11
collective	12
kingdom	15
colorful	8
diet	24
column	64
conversation	69
combination	25
drug	66
fatal	15
pot	20
arrange	18
kathy	10
comfortable	43
feel	517
link	49
seed	34
pellet	3
mixture	45
committal	6
indianola	1
cemetery	145
common	104
negligence	1
evil	39
beget	1
strange	56
bed	29
fellow	23
reason	208
simple	212
forgetfulness	1
theme	46
disparagement	1
folk	46
touch	86
punch	20
compact	1
turbulent	1
1960s	4
iowa	39
complaint	41
file	76
complementary	8
send	102
buyer	21
film	158
production	43
registration	72
obituary	8
website	130
appear	82
startribune	1
complex	46
smart	85
pizza	26
complimentary	13
canteen	3
precede	31
concert	46
reception	68
compromise	23
presidio	1
computer	59
repair	26
course	161
conceptual	1
site	151
approve	104
confirmation	6
congressional	10
offing	3
constructive	4
simulation	1
consultation	10
contact	178
consideration	34
contest	68
determination	14
skill	63
continental	3
congresswoman	1
gwen	6
graham	18
mike	65
dirnt	1
fail	112
cool	110
sure	109
copy	30
permission	11
form	109
download	16
letter	56
queens	3
gazette	7
requirement	31
excellent	99
visibility	8
count	77
destruction	4
commerce	28
mention	76
thought	37
cliff	6
writer	73
audition	16
court	145
date	118
september	103
courtyard	9
join	139
dish	53
supper	11
coyote	4
acquisitions	1
crackdown	2
laser	5
fine	118
precision	5
acreages	1
approximation	1
creation	15
hive	4
mind	91
millinery	3
acrg	1
dominate	23
half	142
establish	47
criminal	58
proceed	35
crisp	10
salad	20
achieve	35
pocket	15
village	66
mainstay	2
boylston	1
acrylic	6
canvas	5
mdf	1
section	30
surgery	22
suit	45
ethical	10
manner	21
acting	2
craft	25
highly	77
competitive	46
adventure	33
smith	100
margot	1
robbie	4
jared	6
leto	1
eastern	19
suburbs	1
united	56
drama	22
episode	29
icc	2
real	358
measure	76
intelligence	11
kick	61
thursday	170
actions	1
speak	137
word	261
active	83
minds	1
friday	142
morning	117
pallbearer	13
lamar	9
fann	3
ricky	7
bernard	4
mcbride	2
jack	54
wilcher	1
activism	3
funny	79
activist	14
actress	5
daryl	4
hannah	12
activities	5
parade	27
general	93
admission	44
learn	255
actors	1
passionate	29
actor	22
naughty	1
boy	116
result	199
acts	1
reflect	39
belief	16
actual	26
genuine	19
actionable	1
proof	38
actually	206
contamination	6
info	26
forget	149
blackjack	1
music	309
pantera	1
high	422
tech	33
bore	31
stressful	7
silly	17
spoon	14
wrong	290
poignantly	1
unusual	37
world	383
medicate	3
easily	56
statement	140
call	306
independent	37
appraisal	8
cupboard	29
stair	11
handy	11
acupuncture	2
successfully	3
veterinary	1
medicine	30
cup	21
cure	23
realistic	16
curfew	5
descend	3
curious	16
goat	11
gnaw	1
straw	11
current	93
card	87
customer	63
rosemary	7
bread	23
custom	16
confidence	45
cute	23
profile	21
pic	9
acxiom	2
register	98
trademark	9
corporation	20
adah	1
adalai	1
ep	1
mark	116
powerful	45
adam	25
garnet	3
caton	1
gyursco	1
szalai	1
late	186
heffley	1
lawrence	29
department	147
randall	7
ukiah	2
journal	40
udjar@ukiahdj	1
redgate	1
visitor	27
remind	16
dad	52
adams	28
understand	171
decide	88
go	815
pin	22
embrace	27
limelight	1
say	1373
forecast	11
update	46
thanksgiving	16
adamu	1
usman	1
eyean	1
edo	2
yates	3
rest	91
adan	3
tattoo	15
abdomen	2
speaker	58
dap	1
leader	104
adaptable	3
versatile	13
adaptation	5
key	129
element	29
adapted	2
novel	29
joan	13
lindsay	4
palmer	9
station	51
•adapt	1
blink	9
visit	220
confirm	47
announce	71
dazzle	4
adb	1
resident	82
dushanbe	1
2003	23
adc	1
½	1
milk	28
outfitter	2
ingredient	33
tvp	1
password	8
broth	5
vegetable	20
butter	14
melt	11
main	80
chili	6
cumin	1
chilli	1
coriander	2
taste	55
chocolate	32
chip	22
pecan	2
syrup	5
vanilla	4
cream	30
cheese	37
garlic	9
mix	96
added	1
sugar	34
equal	29
calory	6
fin	4
rocket	14
steppingstones	1
path	28
flour	15
roux	1
food	300
color	75
thoroughly	18
fresh	61
parsley	3
saute	1
herb	9
pepper	11
addiction	15
addie	2
employ	89
hallmark	4
chop	4
thyme	3
pace	38
addison	3
hensley	2
19th	5
appointment	49
pend	22
investigation	176
contribution	33
datum	37
mamaroneck	1
detail	154
disclose	25
device	30
platform	10
soon	128
utility	25
dwelling	1
conditional	3
permit	33
energy	104
entertainer	9
perform	111
entertain	42
pergola	1
forum	32
furniture	30
tv	63
corner	47
glow	6
accessory	6
term	107
additionally	4
citable	1
specialization	1
appreciation	10
opportunity	167
ticket	104
paddle	5
rear	50
rater	1
commander	6
optional	8
obvious	69
doug	21
rule	106
associated	10
press	81
apply	78
saving	13
realize	21
holder	5
michigan	25
the3day.org	1
lemon	3
juice	20
toss	17
mushroom	6
skillet	7
octopus	1
stock	51
ins	12
peppercorn	1
bay	49
potato	19
remain	194
addresses	1
rate	100
address	111
reservation	26
professor	22
professionally	4
restriction	13
weight	31
sour	9
spinach	4
wilt	1
second	79
strawberry	7
taco	6
season	326
blend	21
coat	14
clam	5
cornmeal	1
cook	120
onion	13
edamame	1
puree	1
lime	5
egg	39
clove	1
chalk	4
extract	3
beat	96
tablespoon	3
repeat	56
tapioca	1
vinegar	2
tomato	19
paste	5
thicken	2
custard	4
tablespoonful	1
uncooked	1
shrimp	7
thigh	3
parsnip	2
carrot	5
eureka	3
wm	1
dead	123
plot	28
death	157
debit	5
cardholder	2
fund	159
freeze	21
decent	15
pair	38
binoculars	3
helpful	39
month	188
expect	247
likely	50
weekend	140
deep	79
scar	1
testify	6
removal	7
deer	30
hunt	79
license	53
cut	124
swamp	7
deferred	1
compensation	10
committee	57
meeting	44
definition	26
insanity	6
definitive	7
diagnosis	9
adegbile	1
partner	61
adele	4
mcclain	2
ryan	58
williams	66
teacher	138
ovation	4
song	110
nipper	2
roll	81
dosh	1
adelyn	2
baxter	4
demand	111
girard	4
february	84
adept	3
handle	88
chopstick	1
depth	19
communication	48
deputy	29
patrol	18
cherie	1
lane	45
description	27
weapon	34
dessert	23
parish	15
hall	98
desultory	1
teen	11
russian	21
land	95
detox	1
center	269
critical	50
adhd	1
legitimate	19
disorder	10
diabetes	5
initiate	10
different	492
angle	17
scenario	38
joplin	3
comprehend	5
dinner	77
host	102
tonight	73
immediately	119
mass	30
dirty	11
market	178
stunt	7
disable	10
qualify	35
enrolment	1
disaster	23
discussion	73
document	45
storyboard	1
aditya	1
chopra	2
direct	87
befikre	1
adjacent	4
stone	38
fireplace	28
adjoining	1
pave	14
patio	22
adjustable	2
button	15
waist	2
adkins	2
medium	66
admarco	1
launches	1
super	53
shopping	5
www.365buying	1
adm	6
administrative	16
toy	26
non	101
perishable	3
item	73
essential	40
orient	13
membership	31
suggest	52
admit	35
admittedly	2
awesome	74
instantaneous	2
dna	13
analysis	38
identification	15
greist	1
dog	150
kennel	3
blaze	8
finn	6
maybe	226
consider	131
pet	47
fee	131
dollar	37
attach	12
bird	50
doll	8
prepare	82
customization	2
adolph	2
1989	8
servant	5
donor	11
supply	53
pint	3
hanger	3
cloakroom	10
judge	80
prize	59
adopt	30
senior	74
adopting	1
oss	2
adoption	9
drop	99
risk	84
berger	3
ccdc	1
adot	2
approach	102
bray	3
wilson	41
ad	38
dragoon	1
originally	32
infantryman	1
drastic	3
step	145
dream	100
visor	1
adria	1
adriana	1
adrian	13
beltre	1
33rd	1
homer	7
texas	79
bowling	3
brookland	1
espinal	1
for-3	8
timely	10
graduate	187
healdsburg	1
bemidji	1
legin	1
ceo	27
coastal	7
community	419
union	32
adrianna	1
wonderful	161
parent	132
consolacion	1
cepeda	1
jose	10
castanon	1
vizcaino	1
0:28	1
jerry	15
arredondo	1
182	1
pound	45
adrienne	3
spencer	19
steward	4
farm	94
dch	1
drone	4
ads	4
sponsorship	5
revenue	40
publication	13
portray	6
alter	8
art	126
dual	7
develope	37
friendly	67
adultery	4
adults	5
appreciate	122
suppose	31
fit	83
comfortably	4
row	29
carry	121
firearm	7
dutch	5
oven	15
rex	6
hamner	1
booking	5
advanced	6
age	94
recommend	89
advancement	4
benefit	148
package	40
discount	18
cumberland	4
advent	1
begin	394
liturgical	3
adventurousam	1
slowly	39
advertise	37
advertising	5
entertainment	64
industry	69
socialdiary	1
supplement	4
advocacy	2
advocate	33
mian	3
qayoom	1
head	190
advocates	2
grant	73
wildly	5
successful	62
reassess	4
regroup	4
aedc	1
employee	86
design	80
bphone	1
aerial	4
skeleton	1
coast	25
namibia	1
eulogy	4
carla	3
hogan	1
cindy	5
hok	1
puddle	2
safe	95
destroy	38
fair	99
wage	14
atmosphere	40
workhorse	3
award	137
presentation	46
glorify	3
garden	115
fascinate	41
burrito	3
joint	15
basement	14
favouredword	1
simpan	1
favourite	33
appliance	6
fridge	14
afc	1
telford	1
trouble	65
agent	23
pose	16
database	8
rifle	11
delay	41
injunction	2
federally	1
accessible	23
digi	1
photograph	42
feeder	7
gradually	9
entry	46
fellowship	15
meal	54
female	34
assault	40
boyfriend	14
detain	9
ferry	10
3.5	3
difference	158
illustration	9
shed	13
note	84
smoke	56
detector	5
part	31
shop	119
speedboat	1
whirr	1
past	84
level	148
affected	1
notify	19
mail	48
affection	1
nature	104
religion	25
affleck	2
well	234
dramatic	22
affordable	24
paper	81
nice	153
subdivision	3
joke	50
housingis	1
fight	148
lake	97
afghanistan	6
graveyard	2
invader	1
afghan	5
defeat	27
af	1
gilmore	5
caruso	2
affiliates	1
fictional	4
storyline	3
enhance	13
fierce	6
explosion	17
final	126
emerge	9
election	97
vote	280
slate	23
discover	37
wall	94
edition	21
huckleberry	1
cruise	16
incredible	72
casino	14
rama	1
fix	78
telephone	23
aflatoxicosis	1
primarily	8
hepatic	1
disease	35
afl	1
cio	1
richard	41
trumka	1
praise	29
deal	188
fledgling	2
relationship	89
flower	45
excursion	2
bang	11
flyout	1
kiniry	1
inning	66
afmc	1
foe	1
friend	231
fog	7
ball	110
foot	87
formal	17
debate	75
consultant	22
unocal	1
governor	56
proposal	68
formula	14
far	79
bt600	1
storey	5
library	80
crook	5
fill	93
negative	36
workshop	33
english	43
afp	2
astrology	2
chart	13
exhibit	23
hot	76
noon	31
africa	29
south	118
america	113
youthful	4
african	20
lion	11
mate	5
round	83
deserve	137
chunk	3
blame	77
substantial	15
caput	2
emission	4
bring	302
sympathizer	1
helper	7
inform	21
staff	112
afrika	1
frost	9
window	127
lounge	23
frown	1
rev	53
1994	16
system	163
numb	129
recreational	9
sport	78
undeserving	1
loser	10
legislation	28
shotgun	6
wed	37
victorious	1
pause	12
rise	66
recognize	53
emu	3
pursuit	9
suspect	111
short	127
period	68
retirement	35
oswald	1
dissolve	6
hardly	46
relapse	1
marriage	51
cottonwood	2
county	366
evidence	50
conclusive	2
tea	28
biscuits	2
race	114
refreshment	20
asst	1
coun	10
cancel	22
wednesday	138
hesitation	7
think	704
gleason	1
sublist	1
livestock	9
defrag	1
culture	82
storefront	2
express	56
interest	272
annual	39
fifa	3
funeral	148
favel	1
harvest	21
harber	1
interstate	6
buy	187
ouster	2
bakiyev	2
pamuzind	1
jubilant	2
bronchoscopy	1
akhil	1
pray	39
dove	5
stint	1
singh	7
entrepreneurship	2
shift	38
franklin	17
pierce	13
sinterklaas	1
bar	83
menu	50
recipient	8
publish	64
functional	6
kid	213
fundraising	12
monday	159
june	199
sacred	17
heart	198
catholic	31
sunday	144
trinity	17
episcopal	7
cathedral	8
tuesday	152
november	92
2014	76
joyner	3
dietrich	1
fuzzy	4
caterpillar	4
wiggle	4
nominate	20
approachable	4
government	229
log	15
cpr	5
dodd	3
frank	29
feinberg	1
pleasantly	5
surprise	170
money	367
correct	97
stuff	136
solve	38
opinion	102
santa	39
ana	7
spellcheck	1
happy	292
tait	1
lone	20
dissenter	5
wild	35
guess	56
taxpayer	11
thank	194
ontario	14
relatively	24
easy	255
subjective	3
blush	1
historical	19
fact	139
analyze	11
controversy	10
total	93
nonsense	16
portman	2
try	317
sentiment	21
overly	5
simplistic	4
identify	83
ignore	49
tailgate	3
finesse	2
convert	19
enter	96
gas	58
stave	11
gather	38
agenda	7
9:31	1
pm	78
2016	172
genealogy	5
reunite	5
agents	1
ultimately	35
accept	141
explanation	44
ages	1
vary	45
aggression	4
tendency	5
assess	11
early	126
agholor	1
clearly	94
frustrate	36
aging	1
ag	3
tracy	13
blount	2
wish	65
glass	77
aquarium	2
bottle	31
global	44
iplayer	1
globetrotters	1
glögg	1
saffron	1
agnes	5
poultry	3
goldfinch	2
backyard	17
individual	95
conscience	10
metal	15
table	72
essay	11
phyllis	9
bennis	1
hearty	7
bargaining	1
lesson	86
movie	124
piece	124
okinawa	4
quality	82
putter	2
despite	13
reporter	43
size	84
summertime	5
red	62
wide	58
receiver	13
goodwill	4
tourism	14
seoul	2
pessimistic	4
gps	5
grand	51
16th	3
grass	27
eternal	8
graveside	9
cleveland	26
chesterton	4
alternative	66
function	26
destination	18
reunion	13
grandchild	60
dine	33
guy	252
personality	18
client	27
acquire	11
tiger	10
victory	36
nissan	2
craftspeople	1
steak	7
twist	16
kentucky	20
promote	29
image	67
honeybee	1
green	71
dolly	2
greenhouse	8
agricultural	3
exhibition	29
agriculture	14
vital	20
gringotts	1
goblin	2
oversee	11
transaction	27
agrivida	1
nutrition	7
enzyme	1
groundbreaking	6
grandstand	2
invasion	2
growth	71
strategy	53
regional	52
guarantee	31
principal	23
guest	61
flagler	3
club	130
aguilar	2
incumbent	9
guilty	18
pleasure	12
deadliest	1
gun	72
recover	44
gunshot	5
echo	25
gravestone	2
sterling	9
agustina	1
carnica	1
92	11
port	10
chester	9
oct	85
calvillo	1
gym	18
grader	18
handful	3
foreign	31
handicap	6
ramp	5
handsome	10
paycheck	5
w	20
investigate	74
hat	23
keep	127
hawaii	13
bureau	9
i-380	1
healthful	1
healthy	74
coral	3
diverse	18
ecosystem	4
produce	76
sealant	1
filling	4
ah	8
ahhhhhh	1
catharsis	2
hide	78
gem	12
hideaway	3
staircase	9
alert	14
sound	197
discernment	3
dysfunctional	3
popular	49
venue	28
choose	136
ahli	1
cautious	9
ahmed	2
excite	199
selection	41
lotif	1
axe	5
homecoming	13
dance	93
festivity	7
magnet	4
burbs	1
rap	9
cd	8
ministry	33
4:30pm	1
hood	10
hotelier	1
quickie	1
housecleaner	1
berkeley	15
hills	13
ahoy	1
whale	5
army	41
grin	4
split	29
assad	6
honour	9
turnout	17
success	99
hurricane	14
heat	92
engine	22
aidan	2
fear	92
gantenbein	1
2:40.49	1
aiea	1
aikenhead	1
foundation	66
aileen	4
mitchell	19
nc	6
ailing	1
republic	5
aim	27
suggestion	41
ai	3
authority	28
engage	32
airbnb	3
abuser	4
track	50
remove	98
flight	40
movement	55
discourage	6
airstrike	2
assessment	21
initial	13
airway	1
aishwarya	2
2011	70
aitcheson	1
tournament	91
ajatashatru	1
kill	274
father	151
cruel	8
ajay	1
devgn	1
candid	2
rediff	2
ajaz	1
akhtar	2
jazz	16
band	93
aj	2
dixon	4
7	135
17.92	1
jewish	37
officiate	51
rabbi	11
e	49
journey	67
joy	46
behold	3
trial	52
karaoke	3
sing	56
fun	165
slavery	7
graft	2
aki	1
soga	1
akitas	1
breed	20
klamath	2
emergency	36
akobe	1
akosua	1
kraftwerk	1
stage	88
akritidis	1
akron	12
terry	19
bowden	2
mayor	73
jeff	41
fusco	1
65	18
see	222
upsurge	1
overdose	3
summer	139
akshay	1
akullian	1
warrant	33
alabama	11
lsu	4
troopers	2
alamosa	1
direction	74
alam	1
yeah	26
poor	76
conner	3
snibbe	1
stanford	4
social	97
innovation	20
alan	15
allred	1
svi	1
media	26
write	257
fly	59
downtown	54
alanna	2
kay	6
schmatz	1
19	87
cloud	24
underage	5
consumption	8
ochoa	1
shutout	16
dryly	1
laptop	7
field	107
char	2
attendance	24
maintenance	31
1907	4
rock	68
squid	2
crown	15
maze	6
al	29
arian	1
terrorist	25
involvement	33
alarie	1
lean	6
inspect	6
alas	2
exercise	58
alaska	24
guard	45
spc	1
alaskans	2
oil	66
lawn	22
anti	43
extravagance	1
alayban	1
layup	4
delano	3
alba	2
mineral	5
resources	9
plc	2
lon	1
0.3408	1
albán	1
albany	10
davis	44
turn	218
albas	1
young	164
albero	1
alberta	6
bitumen	1
jeopardy	6
albert	12
smallwood	1
84	12
lawrenceburg	1
move	152
overton	1
1984	14
alberto	3
rios	5
crazy	71
solver	3
ethic	16
wesker	1
albion	3
albrook	1
alcan	1
alcoa	2
94	8
alcohol	38
harmful	7
effect	78
naturally	18
fermentation	2
alcoholic	2
beverage	9
habit	16
illegal	40
river	58
ingrained	3
american	138
prohibit	18
toxic	10
brain	36
factor	70
incident	150
aldeguer	1
aldergrove	3
outshot	2
ridge	29
alderman	3
stephens	3
aldermen	2
unanimous	13
aldona	1
institutional	5
memory	83
leather	11
lecture	9
aleka	1
estrada	3
alek	1
focus	158
cellphone	6
provider	10
alesandro	1
