word_x	word_y	f_xy	f_x	f_y	pmi
ngāi	tahu	4	4	8	18.09302031462764
dodson	weishampel	5	8	5	18.09302031462764
kippur	yom	6	6	8	18.09302031462764
conrotatory	disrotatory	4	4	8	18.09302031462764
gerais	minas	4	4	8	18.09302031462764
krait	lipped	4	8	4	18.09302031462764
joran	sloot	4	4	8	18.09302031462764
measures	weights	4	8	4	18.09302031462764
avant	garde	6	8	6	18.09302031462764
brive	gaillarde	5	8	5	18.09302031462764
ivor	novello	5	5	8	18.09302031462764
kumari	kuntala	5	8	5	18.09302031462764
hashanah	rosh	4	4	8	18.09302031462764
gakuin	kwansei	4	8	4	18.09302031462764
dodson	osmólska	4	8	4	18.09302031462764
oprah	winfrey	5	6	7	18.022630986736242
mitsuha	taki	4	5	7	17.963737297682677
d2	r2	4	7	5	17.963737297682677
nightshade	zoë	4	5	7	17.963737297682677
eero	saarinen	4	5	7	17.963737297682677
artes	bellas	4	7	5	17.963737297682677
corriere	sera	4	5	7	17.963737297682677
burman	tibeto	5	9	5	17.92309531318533
bhagavad	gita	5	5	9	17.92309531318533
caius	gonville	4	9	4	17.92309531318533
ccp	kmt	4	6	6	17.92309531318533
looney	tunes	6	6	9	17.92309531318533
rivières	trois	4	4	9	17.92309531318533
collider	hadron	5	9	5	17.92309531318533
thursdays	tuesdays	4	6	6	17.92309531318533
bušić	zvonko	4	9	4	17.92309531318533
comté	franche	6	9	6	17.92309531318533
katniss	peeta	5	9	5	17.92309531318533
bourgogne	franche	4	6	6	17.92309531318533
hsc	ssc	4	6	6	17.92309531318533
ronde	vlaanderen	5	5	9	17.92309531318533
madgulkar	vyankatesh	7	8	8	17.900375236685246
fianna	fáil	7	8	8	17.900375236685246
inquart	seyß	6	8	7	17.870627893291193
rada	verkhovna	5	8	6	17.829985908793848
d.e.	d.m.	5	7	7	17.800238565399795
nas	oceana	5	10	5	17.77109221974028
asi	tamm	4	8	5	17.77109221974028
cortez	ocasio	6	10	6	17.77109221974028
settlements	straits	4	4	10	17.77109221974028
gametophyte	sporophyte	4	10	4	17.77109221974028
350–1100	nh	4	4	10	17.77109221974028
ababa	addis	5	5	10	17.77109221974028
izumi	masako	4	8	5	17.77109221974028
alder	diels	5	10	5	17.77109221974028
aquariums	zoos	5	5	10	17.77109221974028
autobots	decepticons	4	8	5	17.77109221974028
nez	perce	4	8	5	17.77109221974028
lonigan	mcintyre	4	4	10	17.77109221974028
dram	sram	4	10	4	17.77109221974028
hakodate	nemuro	7	8	9	17.730450235242934
haughty	nester	4	7	6	17.70070289184888
stub	vga	4	7	6	17.70070289184888
kaṉpi	nyapaṟi	6	7	9	17.70070289184888
iapetus	suture	4	7	6	17.70070289184888
conquerors	nester	4	7	6	17.70070289184888
cottbus	energie	4	7	6	17.70070289184888
d'italia	giro	4	6	7	17.70070289184888
abdu'l	bahá'u'lláh	4	6	7	17.70070289184888
bahá	bahá'u'lláh	4	6	7	17.70070289184888
dhulbahante	diiriye	5	9	6	17.660060907351536
clermont	ferrand	5	9	6	17.660060907351536
antigua	barbuda	5	9	6	17.660060907351536
dhulbahante	guure	5	9	6	17.660060907351536
obsessional	ocd	5	5	11	17.633588695990344
sparx	spyro	4	4	11	17.633588695990344
jawaharlal	nehru	5	5	11	17.633588695990344
kr	pranab	4	11	4	17.633588695990344
agony	ドーハの悲劇	4	11	4	17.633588695990344
doo	wop	4	11	4	17.633588695990344
caro	kann	4	9	5	17.601167218297967
dulko	gisela	4	5	9	17.601167218297967
infarction	myocardial	6	10	7	17.54869979840383
narrows	tacoma	4	8	6	17.508057813906486
boydell	woodbridge	7	7	12	17.508057813906486
issei	sansei	4	6	8	17.508057813906486
kuala	lumpur	10	12	10	17.508057813906486
gali	nathia	4	12	4	17.508057813906486
khyber	pakhtunkhwa	7	12	7	17.508057813906486
hakodate	sapporo	8	8	12	17.508057813906486
quorn	richi	4	12	4	17.508057813906486
badminton	bwf	4	12	4	17.508057813906486
grogu	mando	4	6	8	17.508057813906486
oddworld	oddysee	5	12	5	17.508057813906486
armature	winding	4	4	12	17.508057813906486
cẩn	ngọc	9	10	11	17.481585602545294
conquerors	haughty	4	7	7	17.478310470512433
coleridge	wordsworth	4	7	7	17.478310470512433
juarez	oaxaca	4	7	7	17.478310470512433
eyewear	sabae	4	7	7	17.478310470512433
koli	shōji	4	7	7	17.478310470512433
amneris	radames	4	5	10	17.449164124852917
hardwood	softwood	4	10	5	17.449164124852917
blackthorn	vikernes	4	5	10	17.449164124852917
makoto	naegi	4	10	5	17.449164124852917
britney	spears	7	8	11	17.44094361804795
ibarra	velasco	5	7	9	17.437668486015088
epping	ongar	7	10	9	17.408522140355572
d.e.	reeder	7	7	13	17.39258059648655
gasteiz	vitoria	5	5	13	17.39258059648655
doha	ドーハの悲劇	4	13	4	17.39258059648655
daub	wattle	4	4	13	17.39258059648655
bourgogne	comté	4	6	9	17.338132812464174
goldust	vachon	4	6	9	17.338132812464174
sha	tsim	4	9	6	17.338132812464174
benevento	landulf	4	9	6	17.338132812464174
sha	tsui	4	9	6	17.338132812464174
caledonian	orogeny	4	9	6	17.338132812464174
boca	raton	4	11	5	17.311660601102982
tjuṯa	uluṟu	4	4	14	17.28566539257004
bouches	rhône	6	6	14	17.28566539257004
kata	uluṟu	4	4	14	17.28566539257004
gama	vasco	4	8	7	17.28566539257004
debian	dfsg	5	14	5	17.28566539257004
khupching	ngambawm	4	8	7	17.28566539257004
stepford	wives	5	5	14	17.28566539257004
boogie	woogie	5	14	5	17.28566539257004
khaleda	zia	5	5	14	17.28566539257004
goblet	submucosal	6	12	7	17.28566539257004
t11	t13	5	12	6	17.24502340807269
mex	tex	4	5	12	17.186129719019124
bu	gou	4	10	6	17.186129719019124
kalu	pande	4	5	12	17.186129719019124
pichi	quorn	4	5	12	17.186129719019124
inhg	mbar	4	5	12	17.186129719019124
biel	bienne	4	12	5	17.186129719019124
citroën	peugeot	4	5	12	17.186129719019124
echizen	washi	6	10	9	17.186129719019124
fw	klerk	4	10	6	17.186129719019124
d.m.	reeder	6	7	13	17.170188175150102
eugen	prinz	6	13	7	17.170188175150102
kwun	tong	6	7	13	17.170188175150102
nemuro	sapporo	7	9	12	17.145487734521776
castor	pollux	5	13	6	17.129546190652757
houghton	mifflin	8	14	9	17.115740391127726
barnstaple	lynton	4	7	9	17.115740391127726
kampfgruppe	peiper	4	7	9	17.115740391127726
es	salaam	4	9	7	17.115740391127726
imambara	zadibal	4	9	7	17.115740391127726
speciation	sympatric	5	16	5	17.09302031462764
mehta	taarak	4	16	4	17.09302031462764
vanir	æsir	4	8	8	17.09302031462764
nath	pranab	4	16	4	17.09302031462764
mae	tamamo	4	16	4	17.09302031462764
atlantiques	pyrénées	5	5	16	17.09302031462764
pee	wee	5	8	10	17.09302031462764
abhi	pragya	6	6	16	17.09302031462764
bourgeoisie	proletariat	4	8	8	17.09302031462764
libre	lucha	5	9	9	17.075098406630378
goldwyn	mayer	4	5	13	17.070652501599188
farben	ig	4	6	11	17.04862619526919
aethelbald	cuthred	4	11	6	17.04862619526919
mitt	romney	4	6	11	17.04862619526919
latina	wea	4	11	6	17.04862619526919
dire	voir	5	14	6	17.022630986736242
alcorn	leelah	5	12	7	17.022630986736242
kuan	yew	5	6	14	17.022630986736242
chí	minh	4	4	17	17.0055574733773
marke	tristan	4	4	17	17.0055574733773
brangaene	tristan	5	5	17	17.0055574733773
bukit	timah	7	17	7	17.0055574733773
dinosauria	osmólska	4	17	4	17.0055574733773
sanchez	stever	4	17	4	17.0055574733773
louvain	université	4	4	17	17.0055574733773
350–1100	sutton	4	4	17	17.0055574733773
dinosauria	weishampel	5	17	5	17.0055574733773
austro	tomić	4	17	4	17.0055574733773
fédération	internationale	6	8	13	16.977543097207704
nandini	rahul	6	7	15	16.963737297682677
príncipe	tomé	4	7	10	16.963737297682677
bandarenka	raman	4	5	14	16.963737297682677
dentine	enamel	4	5	14	16.963737297682677
dal	janata	4	14	5	16.963737297682677
higham	nh	4	7	10	16.963737297682677
brambleclaw	squirrelflight	5	11	8	16.955516790877706
ceallaigh	ó	7	7	18	16.92309531318533
kajis	pande	4	6	12	16.92309531318533
carinae	eta	4	4	18	16.92309531318533
bangalore	challengers	5	18	5	16.92309531318533
iwo	jima	16	16	18	16.92309531318533
borussia	mönchengladbach	5	10	9	16.92309531318533
ballets	russes	17	18	17	16.92309531318533
dokkyo	saitama	6	6	18	16.92309531318533
beauvau	craon	4	12	6	16.92309531318533
dálaigh	ó	6	6	18	16.92309531318533
`	bahá	5	15	6	16.92309531318533
`	abdu'l	5	15	6	16.92309531318533
pooh	winnie	4	8	9	16.92309531318533
g.p.	putnam	5	7	13	16.907153769316306
rotten	tomatoes	7	13	10	16.87800742365679
euronymous	vikernes	7	13	10	16.87800742365679
dostoevsky	katkov	4	15	5	16.86420162413176
carloman	charlemagne	4	4	19	16.845092801184055
angelico	fra	12	12	19	16.845092801184055
linden	unter	4	19	4	16.845092801184055
applicable	cumulate	5	19	5	16.845092801184055
olsson	stefan	4	4	19	16.845092801184055
la.	shangri	5	8	12	16.829985908793848
hillary	rodham	4	11	7	16.82623377393274
jahan	mumtaz	4	11	7	16.82623377393274
crockett	promotions	4	11	7	16.82623377393274
centrosome	microtubule	4	11	7	16.82623377393274
tobago	trinidad	6	9	13	16.807618095765392
categorical	imperative	4	6	13	16.807618095765392
burkina	faso	20	20	20	16.77109221974028
creme	fluffernutter	4	10	8	16.77109221974028
beorhtric	egbert	4	5	16	16.77109221974028
chí	hồ	4	4	20	16.77109221974028
ichigo	reaper	4	8	10	16.77109221974028
féin	sinn	12	15	16	16.77109221974028
clank	qwark	6	15	8	16.77109221974028
clank	ratchet	15	15	20	16.77109221974028
falun	gong	4	5	16	16.77109221974028
canaria	gran	5	5	20	16.77109221974028
karabakh	nagorno	7	14	10	16.77109221974028
kinabalu	kota	9	13	14	16.755150675871256
kenai	koda	4	9	9	16.753170311743016
akademi	sahitya	10	14	15	16.70070289184888
baltistan	gilgit	6	9	14	16.70070289184888
dar	salaam	4	12	7	16.70070289184888
meurthe	moselle	4	5	17	16.68362937848994
amrita	asura	4	5	17	16.68362937848994
burj	khalifa	4	5	17	16.68362937848994
catholique	université	4	5	17	16.68362937848994
creme	marshmallow	7	10	15	16.671556546189365
def	leppard	5	18	6	16.660060907351536
colobus	gombe	5	12	9	16.660060907351536
kitts	nevis	5	11	10	16.633588695990344
autobots	optimus	4	8	11	16.633588695990344
alpes	hautes	5	10	11	16.633588695990344
knox	sollecito	8	22	8	16.633588695990344
obito	uchiha	5	11	10	16.633588695990344
hồ	ngọc	10	20	11	16.633588695990344
cẩn	hồ	9	10	20	16.61908912629523
ft²	m²	5	7	16	16.6075934874574
magnum	photos	5	14	8	16.6075934874574
borussia	dortmund	4	10	9	16.601167218297967
aerodrome	caa	4	10	9	16.601167218297967
900,000	gri	4	9	10	16.601167218297967
darth	sidious	4	15	6	16.601167218297967
compulsive	obsessive	10	15	15	16.601167218297967
descendants	signer	4	7	13	16.585225674428944
applicable	ects	5	19	6	16.582058395350263
elliott	hoyo	5	19	6	16.582058395350263
olimar	pikmin	4	4	23	16.56945835857063
aires	buenos	21	22	22	16.566474500131807
cha	chama	4	19	5	16.523164706296694
scheffers	stefan	4	5	19	16.523164706296694
maikel	stefan	4	5	19	16.523164706296694
razzie	worst	4	5	19	16.523164706296694
bremen	werder	8	19	10	16.523164706296694
nieto	peña	12	15	19	16.523164706296694
grignard	reagent	5	7	17	16.52013064620706
prescott	ticknor	4	16	6	16.508057813906486
rosso	toro	6	8	18	16.508057813906486
abdali	subah	4	8	12	16.508057813906486
aesthetically	culturally	6	8	18	16.508057813906486
diastole	ventricular	4	6	16	16.508057813906486
fluffernutter	marshmallow	5	8	15	16.508057813906486
diamondback	rattlesnake	6	9	16	16.508057813906486
bhimsen	rana	4	6	16	16.508057813906486
haut	rhin	5	15	8	16.508057813906486
350–1100	dover	4	4	24	16.508057813906486
taxon	taxonbar	4	14	7	16.478310470512433
navier	stoke	4	7	14	16.478310470512433
hammerstein	rodgers	4	7	14	16.478310470512433
bei	quan	4	9	11	16.463663694548032
forza	italia	8	9	22	16.463663694548032
bon	jovi	8	22	9	16.463663694548032
bears	doosan	4	25	4	16.449164124852917
croats	slovenes	5	21	6	16.437668486015088
inuyasha	kikyo	6	19	8	16.430055301905213
bijua	ramesh	6	8	19	16.430055301905213
chili	peppers	6	19	8	16.430055301905213
isolde	tristan	8	12	17	16.420594972656147
rolls	royce	14	20	18	16.408522140355572
cov-2	sars	20	20	26	16.39258059648655
dearborn	fitzroy	5	13	10	16.39258059648655
mimicry	müllerian	4	26	4	16.39258059648655
petrarchan	sonnet	4	4	26	16.39258059648655
hearth	hestia	4	13	8	16.39258059648655
claudette	stinky	4	8	13	16.39258059648655
bohr	niels	4	15	7	16.37877479696152
`	bahá'u'lláh	4	15	7	16.37877479696152
mufasa	simba	8	10	21	16.37877479696152
hotels	resorts	5	11	12	16.37055429015655
bambi	ronno	5	22	6	16.37055429015655
draco	malfoy	5	12	11	16.37055429015655
mei	satsuki	5	19	7	16.359665974013815
chell	glados	10	19	14	16.359665974013815
elon	musk	6	10	16	16.356054720461437
casaya	mina	6	10	16	16.356054720461437
qwark	ratchet	6	8	20	16.356054720461437
dalai	lama	9	11	22	16.34408207879536
krishnendu	pakhi	5	5	27	16.338132812464174
corpus	spongiosum	4	27	4	16.338132812464174
dáil	éireann	4	12	9	16.338132812464174
sable	vachon	4	12	9	16.338132812464174
beveren	roeselare	5	5	27	16.338132812464174
siempre	viva	4	6	18	16.338132812464174
liv	maddie	6	18	9	16.338132812464174
mansa	musa	5	9	15	16.338132812464174
corpus	habeas	4	27	4	16.338132812464174
lange	mutt	4	12	9	16.338132812464174
hajime	hana	4	9	12	16.338132812464174
daula	ud	5	5	27	16.338132812464174
admira	wacker	7	9	21	16.338132812464174
dar	es	4	12	9	16.338132812464174
dinosauria	dodson	5	17	8	16.327485568264663
immobility	tonic	7	8	24	16.315412735964088
mcfarland	nc	9	13	19	16.314578084485277
sardar	vallabhbhai	4	22	5	16.311660601102982
graz	sturm	6	15	11	16.311660601102982
oneplus	oxygenos	5	23	6	16.306423952736836
gin	hotaru	8	17	13	16.30511775523621
dromaeosaur	mahakala	4	16	7	16.28566539257004
chandana	ratan	4	16	7	16.28566539257004
canoe	icf	4	28	4	16.28566539257004
ami	yumi	5	14	10	16.28566539257004
eds	osmólska	4	28	4	16.28566539257004
millot	morison	4	8	14	16.28566539257004
continuum	hambledon	11	28	11	16.28566539257004
haq	zia	4	8	14	16.28566539257004
nguyen	quang	4	14	8	16.28566539257004
esgrima	gimnasia	13	13	28	16.28566539257004
heihachi	mishima	4	14	8	16.28566539257004
lanham	scarecrow	5	10	14	16.28566539257004
daxter	jak	9	17	15	16.268591879211098
aida	radames	6	17	10	16.268591879211098
petani	sungai	17	21	23	16.264603777042208
thou	wilt	4	19	6	16.2601303004629
inuyasha	kagome	4	19	6	16.2601303004629
bhagat	rajguru	4	19	6	16.2601303004629
ciphertext	plaintext	8	19	12	16.2601303004629
gothel	rapunzel	7	10	20	16.256519046910523
nationale	supérieure	10	26	11	16.255077072736615
chimp	gombe	5	16	9	16.24502340807269
edvard	munch	15	18	24	16.24502340807269
naloxone	opiate	5	12	12	16.24502340807269
petrie	polygon	5	12	12	16.24502340807269
deutsche	grammophon	4	29	4	16.235039319500068
amor	prohibido	4	29	4	16.235039319500068
manipuri	meetei	23	29	23	16.235039319500068
loksabha	pathanamthitta	26	26	29	16.235039319500068
mucous	submucosal	5	21	7	16.21527606467864
frédéric	nussbaum	22	27	24	16.212601930380313
mare	nostrum	7	26	8	16.19993551854415
concave	convex	7	16	13	16.19993551854415
higham	sutton	4	7	17	16.1982025513197
claudio	sanchez	4	7	17	16.1982025513197
hyperion	theseus	4	8	15	16.186129719019124
numbuh	toilenator	4	20	6	16.186129719019124
katana	wakizashi	4	15	8	16.186129719019124
decomposition	petrie	4	10	12	16.186129719019124
nobodies	xiii	4	5	24	16.186129719019124
christi	corpus	9	10	27	16.186129719019124
eclectus	parrot	4	5	24	16.186129719019124
clank	drek	5	15	10	16.186129719019124
bellandur	yemalur	4	6	20	16.186129719019124
mechanicsburg	pa	5	5	30	16.186129719019124
decomposition	polygon	4	10	12	16.186129719019124
andaman	nicobar	4	12	10	16.186129719019124
lautrec	toulouse	8	9	27	16.168207811021862
gault	millau	5	17	9	16.15756056682235
supérieure	école	10	11	28	16.148161868820104
simchat	torah	4	4	31	16.138824004240767
engels	marx	4	4	31	16.138824004240767
hiragana	katakana	5	13	12	16.129546190652757
jawa	motorbike	5	12	13	16.129546190652757
morphy	staunton	7	11	20	16.119015523160584
dogfish	spiny	7	10	22	16.119015523160584
siraj	ud	6	7	27	16.115740391127726
taxonbar	wikidata	4	7	18	16.115740391127726
fung	tai	8	11	23	16.110026739933332
chimp	colobus	6	16	12	16.09302031462764
tachycardia	ventricular	5	10	16	16.09302031462764
haq	ul	6	8	24	16.09302031462764
hakodate	hokkaido	7	8	28	16.09302031462764
amloki	chandana	4	8	16	16.09302031462764
darth	vader	7	15	15	16.086594045468207
angas	downs	5	7	23	16.084031531400388
mysore	tipu	4	13	10	16.070652501599188
musicians	sadie	6	15	13	16.070652501599188
lanham	md	8	10	26	16.070652501599188
conception	immaculate	6	22	9	16.04862619526919
bosnia	herzegovina	20	30	22	16.04862619526919
adina	nemorino	5	15	11	16.04862619526919
merriam	webster	9	9	33	16.04862619526919
diablo	vt	4	22	6	16.04862619526919
lask	linz	7	11	21	16.04862619526919
allele	heterozygote	4	19	7	16.037737879126453
flair	ric	6	25	8	16.03412662557407
chondroitin	sulfate	5	6	28	16.022630986736242
garda	síochána	5	24	7	16.022630986736242
roeselare	rumbeke	4	27	5	16.01620471757681
fazbear	freddy	4	5	27	16.01620471757681
hendrik	loon	5	13	13	16.01406897323282
neveux	normans	4	4	34	16.0055574733773
asura	devas	5	17	10	16.0055574733773
bsc	hertha	5	10	17	16.0055574733773
ibm	spss	4	34	4	16.0055574733773
gault	mcghee	4	17	8	16.0055574733773
polecat	steppe	5	9	19	15.997095894629107
coburg	gotha	7	20	12	15.993484641076726
bahadur	bhimsen	4	23	6	15.984495857849472
delilah	samson	8	12	23	15.984495857849472
greenwood	westport	6	23	9	15.984495857849472
innsbruck	wacker	6	10	21	15.963737297682675
eds	weishampel	4	28	5	15.963737297682675
led	zeppelin	4	20	7	15.963737297682675
bismarck	prinz	4	20	7	15.963737297682675
adige	trentino	4	10	14	15.963737297682675
amboy	perth	5	5	35	15.963737297682675
baden	württemberg	8	28	10	15.963737297682675
netra	tanuja	5	11	16	15.955516790877706
boca	juniors	5	11	16	15.955516790877706
cdu	csu	7	25	10	15.934590952023159
dipper	mabel	4	11	13	15.933148977849251
agony	doha	4	11	13	15.933148977849251
centrosome	spindle	4	11	13	15.933148977849251
rev.	rosbrugh	4	24	6	15.923095313185328
cattaro	spalato	4	9	16	15.923095313185328
ct	westport	6	24	9	15.923095313185328
reds	urawa	6	12	18	15.923095313185328
reverser	thrust	4	4	36	15.923095313185328
pa	stackpole	5	30	6	15.923095313185328
bihaan	thapki	4	9	16	15.923095313185328
3166	iso	8	8	36	15.923095313185328
decrypt	plaintext	4	12	12	15.923095313185328
shōkaku	zuikaku	5	15	12	15.923095313185328
350–1100	northumbria	4	4	36	15.923095313185328
hokkaido	nemuro	7	28	9	15.923095313185328
hae	ra	4	5	29	15.913111224612708
heihachi	kazuya	5	14	13	15.907153769316308
glados	wheatley	5	14	13	15.907153769316308
hakodate	reorganize	7	8	32	15.900375236685246
kali	yuga	4	21	7	15.893347969791277
nala	simba	4	7	21	15.893347969791277
ipshita	teni	4	4	37	15.883566948998691
kerchak	tarzan	5	5	37	15.883566948998691
mao	zedong	6	37	6	15.883566948998691
hambledon	normans	10	11	34	15.868053949627367
buttercup	westley	4	15	10	15.864201624131761
faust	méphistophélès	4	30	5	15.864201624131761
madara	uchiha	4	15	10	15.864201624131761
crossover	midsize	4	30	5	15.864201624131761
kida	milo	4	6	25	15.864201624131761
qutb	ud	5	7	27	15.85270598529393
aeneas	dido	7	14	19	15.845092801184055
sejanus	tiberius	4	9	17	15.83563247193499
chiang	mai	10	16	24	15.829985908793848
barkha	radhika	6	8	29	15.820001820221226
jumba	stitch	4	5	31	15.816895909353404
hendrik	willem	5	13	15	15.807618095765394
loon	willem	5	13	15	15.807618095765394
coup	d'état	6	39	6	15.807618095765394
spongebob	squarepants	6	39	6	15.807618095765394
serbs	slovenes	4	26	6	15.807618095765394
gen.	maj	7	23	12	15.791850779907076
chocolat	vanilla	5	11	18	15.785591789435394
roberta	wiener	5	9	22	15.785591789435394
aviv	tel	29	33	35	15.777324173451793
agong	yang	5	5	40	15.771092219740279
gideon	mando	4	20	8	15.771092219740279
pertuan	yang	5	5	40	15.771092219740279
aerobic	respiration	4	8	20	15.771092219740279
drek	ratchet	5	10	20	15.771092219740279
gwen	stacy	4	20	8	15.771092219740279
canis	dhole	4	7	23	15.762103436513025
phazon	samus	4	7	23	15.762103436513025
scase	tate	4	6	27	15.753170311743016
chiba	jef	4	27	6	15.753170311743016
canopy	understory	5	29	7	15.749612492329828
adobe	walls	5	17	12	15.742523067543509
freemantle	maxwell	4	4	41	15.735468310009558
gobind	guru	4	4	41	15.735468310009558
meson	quark	5	5	41	15.735468310009558
antiquark	quark	5	5	41	15.735468310009558
gamla	stan	4	4	41	15.735468310009558
colum	padraic	7	9	32	15.730450235242934
nemuro	reorganize	7	9	32	15.730450235242934
aviv	geddes	4	33	5	15.726698100381826
madara	obito	4	15	11	15.726698100381826
surrey	whalley	4	33	5	15.726698100381826
override	veto	6	8	31	15.723786504961922
aesthetically	registry	6	8	31	15.723786504961922
bahadur	zafar	5	23	9	15.721461452015678
deficiency	riboflavin	5	19	11	15.70758927743412
affine	arithmetic	10	11	38	15.70758927743412
crouch	hambledon	10	38	11	15.70758927743412
mata	nui	11	23	20	15.706961882320563
hare	salamandastron	4	28	6	15.70070289184888
fester	gomez	5	10	21	15.70070289184888
recorded	vga	4	28	6	15.70070289184888
dover	higham	4	24	7	15.70070289184888
granth	sahib	4	8	21	15.70070289184888
ginny	weasley	4	12	14	15.70070289184888
katara	sokka	6	21	12	15.70070289184888
homo	sapiens	10	35	12	15.70070289184888
abu	dhabi	16	42	16	15.70070289184888
egret	heron	4	12	14	15.70070289184888
hangul	hanja	4	10	17	15.68362937848994
joss	whedon	4	5	34	15.68362937848994
fu	kung	14	35	17	15.68362937848994
lander	orbiter	4	17	10	15.68362937848994
nh	sutton	4	10	17	15.68362937848994
pact	roerich	7	23	13	15.676373562487141
alburnoides	freshwater	4	4	43	15.666755559925543
ernst	happel	4	43	4	15.666755559925543
baba	meher	13	43	13	15.666755559925543
geddes	tel	4	5	35	15.641809202795313
d.j.	stephanie	4	7	25	15.641809202795313
nickel	nmol	4	35	5	15.641809202795313
taxonbar	tracking	4	7	25	15.641809202795313
alfa	romeo	4	5	35	15.641809202795313
corriere	della	4	5	35	15.641809202795313
kr	nath	4	11	16	15.633588695990344
kercher	knox	5	10	22	15.633588695990344
elisabeth	houts	5	44	5	15.633588695990344
minh	việt	5	17	13	15.627045850123572
lilo	stitch	7	10	31	15.624250831411008
bhanushali	teni	5	6	37	15.620532543164899
oblast	zakarpattia	5	32	7	15.6075934874574
leroy	mervyn	5	28	8	15.6075934874574
dmitry	katerina	4	20	9	15.601167218297967
frodo	mordor	5	25	9	15.601167218297967
lupin	remus	5	15	15	15.601167218297967
mahal	taj	4	15	12	15.601167218297967
coburg	eisenach	4	20	9	15.601167218297967
decrypt	encrypt	4	12	15	15.601167218297967
dura	mater	4	7	26	15.585225674428946
clot	platelet	4	26	7	15.585225674428946
impair	visually	10	19	24	15.582058395350263
<	>	5	12	19	15.582058395350263
cressman	lundstrom	4	8	23	15.569458358570628
boson	higgs	7	19	17	15.56498488199132
amor	dulce	5	29	8	15.556967414387431
attock	malik	4	6	31	15.55386150351961
android	oxygenos	4	31	6	15.55386150351961
huey	louie	9	21	20	15.548699798403831
pratt	whitney	12	17	33	15.546125854740005
beowulf	grendel	4	17	11	15.546125854740005
brill	leiden	4	11	17	15.546125854740005
2600	atari	5	18	13	15.5445836899316
coca	cola	25	31	38	15.534752680571906
ramírez	sánchez	4	7	27	15.530777890406569
eisenach	weimar	4	9	21	15.530777890406569
dsi	xl	4	10	19	15.523164706296694
barty	crouch	4	5	38	15.523164706296694
cẩn	dominic	4	10	19	15.523164706296694
leipzig	rb	5	34	7	15.52013064620706
fi	sci	10	34	14	15.52013064620706
100th	nisei	6	22	13	15.518111478570408
nam	việt	6	22	13	15.518111478570408
cristi	monte	7	7	48	15.508057813906484
atrophy	muscular	5	6	40	15.508057813906484
liu	xiaobo	4	48	4	15.508057813906484
dibiase	rhodes	6	9	32	15.508057813906484
glasgow	maclehose	4	48	4	15.508057813906484
hokkaido	sapporo	7	28	12	15.508057813906484
