word_x	word_y	f_xy	f_x	f_y	pmi
7	journalist	3	44	6	9.743514815050005
institute	technology	3	14	19	9.732626498907269
p.	vol	3	54	5	9.711093337357628
fish	fishing	3	30	9	9.711093337357628
chinese	dragon	3	30	9	9.711093337357628
fin	fish	3	9	30	9.711093337357628
egg	frog	3	18	15	9.711093337357628
energy	matter	3	27	10	9.711093337357628
comedy	direct	4	11	33	9.699120695691553
merge	municipality	4	14	26	9.695151793488607
1901	december	3	5	55	9.684621125996436
hurricane	tropical	3	11	25	9.684621125996436
president	vice	9	59	14	9.68287346371017
census	population	16	23	64	9.67938447763029
commune	department	3	9	31	9.663787622579271
polo	water	4	4	93	9.663787622579271
metal	rock	3	7	40	9.658625917463493
passenger	vehicle	3	20	14	9.658625917463493
summer	winter	4	25	15	9.652199648304059
lawyer	politician	6	14	41	9.62300200773277
male	sperm	3	48	6	9.617983932966146
award	trophy	3	72	4	9.617983932966146
2000	kirby	3	36	8	9.617983932966146
christ	god	3	5	58	9.607999844393525
component	letter	3	10	29	9.607999844393525
anglo	p.	5	9	54	9.600062024968885
96	age	3	4	73	9.598084375528442
animate	series	3	4	73	9.598084375528442
century	nineteenth	4	65	6	9.595616119937691
19th	century	4	6	65	9.595616119937691
04	north	4	5	78	9.595616119937691
contract	sign	4	10	39	9.595616119937691
accident	car	3	7	42	9.588236589572094
d	e	3	14	21	9.588236589572094
asian	cup	3	9	33	9.573589813607693
spain	states	3	5	60	9.559090243912578
championship	wwe	3	50	6	9.559090243912578
goal	score	20	43	47	9.54402092219493
empire	roman	3	14	22	9.521122393713558
1928	2020	3	7	44	9.521122393713558
copy	worldwide	3	24	13	9.502506715546211
03	north	6	8	78	9.502506715546211
air	traffic	3	52	6	9.502506715546211
faith	movement	3	8	39	9.502506715546211
mile	square	5	21	25	9.48870091602118
hot	winter	3	21	15	9.48870091602118
fast	slow	3	29	11	9.47049632064359
professor	texas	3	20	16	9.465980839521096
judge	legal	3	16	20	9.465980839521096
kirby	york	3	8	40	9.465980839521096
crash	plane	3	20	16	9.465980839521096
ability	power	3	5	64	9.465980839521096
de	et	5	67	8	9.458785338116893
cat	dog	3	19	17	9.452518579714534
olympics	summer	3	13	25	9.443613026492642
adult	frog	4	29	15	9.438074842951213
chemical	reaction	4	19	23	9.431456964186705
case	supreme	3	41	8	9.430356929790376
northern	southern	6	30	22	9.421586720162644
drive	wheel	3	30	11	9.421586720162644
billion	damage	5	14	40	9.395591511629698
mp	party	4	7	64	9.395591511629698
f	°	4	11	41	9.385962810431922
best	select	3	17	20	9.378517998270757
office	post	3	20	17	9.378517998270757
band	punk	3	85	4	9.378517998270757
duke	ii	3	11	31	9.374281005384287
gang	see	3	6	57	9.37005641952256
ortmann	win	3	3	114	9.37005641952256
eat	insect	3	43	8	9.361644179706362
kirby	london	3	8	43	9.361644179706362
king	routledge	3	87	4	9.344965438559731
memorial	war	5	7	83	9.342480175170136
cool	summer	3	14	25	9.33669782257613
philosophy	science	3	10	35	9.33669782257613
spring	summer	3	14	25	9.33669782257613
simply	singer	3	14	25	9.33669782257613
send	troop	3	35	10	9.33669782257613
2021	27	3	16	22	9.328477315771162
polo	woman	3	4	89	9.312175503442061
lead	spain	3	72	5	9.296055838078784
note	put	3	36	10	9.296055838078784
moment	rock	3	9	40	9.296055838078784
co	founder	4	30	16	9.296055838078784
court	judge	6	45	16	9.296055838078784
define	length	3	19	19	9.292053907521288
design	engineer	3	52	7	9.280114294209763
architect	design	3	7	52	9.280114294209763
air	anchor	3	52	7	9.280114294209763
death	penalty	4	81	6	9.278133930081522
solar	system	3	5	73	9.276156280641079
subway	system	3	5	73	9.276156280641079
kg	record	3	5	74	9.256527473892147
bucket	water	3	4	93	9.248750123300427
die	sibling	3	124	3	9.248750123300427
foot	tall	3	25	15	9.237162149025217
team	varsity	3	94	4	9.233320082730822
guest	pay	3	13	29	9.229488221139794
30	pro	3	54	7	9.225666510187386
chart	week	4	18	28	9.225666510187386
fight	fighting	3	42	9	9.225666510187386
india	pakistan	4	39	13	9.217104496683962
author	co	4	17	30	9.208592996828445
1980s	early	4	5	102	9.208592996828445
brown	dark	5	29	22	9.207461914809796
broadcast	channel	3	16	24	9.202946433687304
english	norman	3	64	6	9.202946433687304
book	manuscript	3	96	4	9.202946433687304
ballet	dance	3	12	32	9.202946433687304
19	2021	3	24	16	9.202946433687304
literally	mean	3	4	96	9.202946433687304
defence	minister	4	12	43	9.19171917826405
dakota	north	3	5	78	9.180578620658848
15th	century	3	6	65	9.180578620658848
copy	sell	7	24	38	9.177411341580166
carry	vehicle	3	28	14	9.17319909029325
hot	summer	4	21	25	9.166772821133819
hot	rank	3	21	19	9.147663998186113
queen	royal	3	15	27	9.126130836636472
60	royal	3	15	27	9.126130836636472
100	200	3	29	14	9.122573017223283
female	male	17	48	48	9.12048427349533
early	routledge	3	102	4	9.115483592436963
distance	sun	3	17	24	9.115483592436963
business	operate	3	24	17	9.115483592436963
records	sign	6	21	39	9.110189292767451
agreement	sign	4	14	39	9.110189292767451
movement	protest	4	39	14	9.110189292767451
politician	taylor	3	41	10	9.108428834903012
article	category	7	33	29	9.107926241258882
365	day	4	4	137	9.104914350726776
accord	census	6	36	23	9.094421976909134
civil	war	9	15	83	9.090941408174173
food	shop	3	52	8	9.087469216267367
celebrity	come	3	3	140	9.073663416742336
code	send	3	12	35	9.073663416742336
river	tributary	3	84	5	9.073663416742336
drive	vehicle	3	30	14	9.073663416742336
nations	united	4	7	80	9.073663416742336
1940	italian	3	14	30	9.073663416742336
broadcast	station	5	16	44	9.065442909937367
democratic	party	5	11	64	9.065442909937367
february	mp	3	61	7	9.04981667478797
channel	launch	3	24	18	9.03302143224499
communist	party	4	9	64	9.03302143224499
kirby	p.	3	8	54	9.03302143224499
frank	p.	3	8	54	9.03302143224499
24	tournament	3	31	14	9.02635770196398
attraction	popular	3	7	62	9.02635770196398
eye	mouth	3	29	15	9.02303734367237
mary	professor	3	22	20	9.0065492208838
flood	river	4	7	84	9.003274088850938
asia	central	3	10	45	8.974127743191422
championship	formula	4	50	12	8.974127743191422
musician	singer	3	18	25	8.974127743191422
$	damage	8	30	40	8.974127743191422
dialect	language	3	6	75	8.974127743191422
san	valley	3	30	15	8.974127743191422
$	cost	3	30	15	8.974127743191422
50	°	9	33	41	8.970925311153078
activist	right	5	10	76	8.955018920243717
master	officer	3	17	27	8.94555859099465
stand	tall	4	41	15	8.9385038334607
cup	tournament	3	33	14	8.936159892992402
pay	rich	3	29	16	8.929927939280887
egyptian	god	3	8	58	8.929927939280887
dam	water	3	5	93	8.926822028413065
fourth	generation	3	31	15	8.926822028413065
complete	task	3	31	15	8.926822028413065
60	ii	3	15	31	8.926822028413065
kilometre	north	3	6	78	8.917544214825055
carolina	north	5	10	78	8.917544214825055
arrest	police	3	13	36	8.917544214825055
feature	solo	3	36	13	8.917544214825055
health	public	5	20	39	8.917544214825055
air	boeing	3	52	9	8.917544214825055
attorney	general	3	9	52	8.917544214825055
oxford	university	5	9	87	8.912006031283624
radio	station	7	25	44	8.907013547332886
message	send	4	18	35	8.903738415300024
prison	send	4	18	35	8.903738415300024
1968	london	3	11	43	8.902212561069064
finally	storm	3	14	34	8.893091171100515
catholic	church	5	15	53	8.890063478402947
book	stack	3	96	5	8.88101833879994
brother	sister	5	40	20	8.88101833879994
mile	wide	3	21	23	8.872029555572686
baby	boy	3	21	23	8.872029555572686
blue	green	5	31	26	8.870238500046698
coach	head	5	18	45	8.863096430802678
oxford	p.	3	9	54	8.863096430802678
beat	heart	5	27	30	8.863096430802678
officer	police	6	27	36	8.863096430802678
guitar	sing	3	17	29	8.842465098030548
50	weight	3	33	15	8.836624219441488
ongoing	second	3	4	124	8.833712624021583
96	die	3	4	124	8.833712624021583
science	technology	4	35	19	8.825735903298751
general	secretary	5	52	16	8.824434810433573
chart	hit	4	18	37	8.82356806661604
actress	singer	3	20	25	8.822124649746373
pay	product	4	29	23	8.821403482502717
1985	press	3	18	28	8.810629010908542
defense	japanese	4	16	42	8.810629010908542
hour	mile	5	40	21	8.810629010908542
2021	5	4	16	42	8.810629010908542
class	unit	3	22	23	8.80491535971415
english	kirby	3	64	8	8.78790893440846
action	honor	4	38	18	8.785093918801405
honor	receive	6	18	57	8.785093918801405
length	meter	3	19	27	8.785093918801405
ad	century	3	8	65	8.765541121380005
times	york	3	13	40	8.765541121380005
blue	color	5	31	28	8.763323296130185
british	mexico	3	58	9	8.760002937838575
campaign	let	3	18	29	8.760002937838575
god	jesus	3	58	9	8.760002937838575
award	best	7	72	17	8.752913513052254
relatively	small	5	7	125	8.751735321854975
foot	m	3	25	21	8.751735321854975
council	meeting	3	33	16	8.743514815050005
career	professional	4	44	16	8.743514815050005
feather	white	3	9	59	8.735340883604305
morning	report	3	14	38	8.732626498907269
citation	polo	3	133	4	8.732626498907269
c	°	3	13	41	8.729917211649283
dvd	release	6	8	134	8.721819743950686
american	pan	5	128	7	8.717519606517062
event	news	5	39	23	8.715910353655405
delhi	south	3	7	77	8.713767471655954
korea	south	6	14	77	8.713767471655954
central	committee	5	45	20	8.711093337357628
couple	separate	3	18	30	8.711093337357628
cambridge	p.	3	10	54	8.711093337357628
25	unknown	3	30	18	8.711093337357628
2000	d.	4	36	20	8.711093337357628
bit	little	5	21	43	8.706292351093808
issue	regional	3	32	17	8.700446093158119
extend	period	3	16	34	8.700446093158119
key	minor	3	26	21	8.695151793488607
law	status	3	39	14	8.695151793488607
great	regard	3	78	7	8.695151793488607
force	naval	3	61	9	8.687246595403261
1992	1997	3	25	22	8.684621125996436
adult	cm	3	29	19	8.682000425837302
brown	function	3	29	19	8.682000425837302
engine	search	3	29	19	8.682000425837302
desert	water	3	6	93	8.663787622579271
dissolve	water	4	8	93	8.663787622579271
carry	passenger	3	28	20	8.658625917463493
office	survive	3	20	28	8.658625917463493
cave	near	3	10	56	8.658625917463493
direct	drama	3	33	17	8.656051973799666
attack	wound	3	51	11	8.656051973799666
press	university	13	28	87	8.653087733922062
battle	flee	3	47	12	8.648357582009666
ambassador	state	3	4	141	8.648357582009666
p.	press	8	54	28	8.64070400946623
average	length	3	30	19	8.633090825356355
career	solo	3	44	13	8.628037597630069
news	radio	3	23	25	8.620490788576722
anglo	english	3	9	64	8.617983932966146
field	rice	3	36	16	8.617983932966146
bow	show	3	6	96	8.617983932966146
english	translate	3	64	9	8.617983932966146
estimate	population	5	15	64	8.617983932966146
actor	musician	3	32	18	8.617983932966146
mass	possible	3	17	34	8.61298325190778
drama	novel	3	17	34	8.61298325190778
money	pay	6	40	29	8.607999844393525
d.	edition	3	20	29	8.607999844393525
anglo	university	4	9	87	8.590077936396263
anglo	king	4	9	87	8.590077936396263
billion	total	4	14	56	8.588236589572094
fall	victim	3	49	12	8.588236589572094
believe	universe	3	49	12	8.588236589572094
appoint	president	3	10	59	8.583337790159256
365	long	3	4	148	8.578455568779509
50	east	9	33	54	8.573589813607693
course	student	3	23	26	8.563907260210353
battle	defeat	4	47	17	8.560894740759325
pp	york	3	15	40	8.559090243912578
county	republican	3	50	12	8.559090243912578
ad	language	3	8	75	8.559090243912578
minister	vice	3	43	14	8.554289257648756
area	mediterranean	3	151	4	8.54950419508338
theorem	way	3	6	101	8.544734950935508
action	medal	3	38	16	8.539981420964873
network	tv	3	19	32	8.539981420964873
engineer	university	3	7	87	8.537610516502127
100	hot	3	29	21	8.537610516502127
campus	university	3	7	87	8.537610516502127
king	saxon	3	87	7	8.537610516502127
saxon	university	3	7	87	8.537610516502127
kingdom	united	13	33	80	8.537063937582579
coach	hard	3	18	34	8.530521091715807
feature	success	3	36	17	8.530521091715807
ocean	sea	5	20	51	8.530521091715807
easy	hard	3	18	34	8.530521091715807
career	tournament	3	44	14	8.521122393713558
branch	establish	3	22	28	8.521122393713558
album	beatles	3	88	7	8.521122393713558
blue	yellow	3	31	20	8.511784529134221
2000	census	4	36	23	8.509459476187978
settle	town	4	12	69	8.509459476187978
sentence	try	3	9	69	8.509459476187978
championships	woman	3	7	89	8.504820581384458
tropical	wind	3	25	25	8.50019655485901
decision	information	3	19	33	8.49558730160642
cup	organization	3	33	19	8.49558730160642
pull	see	3	11	57	8.49558730160642
goal	japan	8	43	39	8.491279460122957
convention	state	4	6	141	8.478432580567354
version	windows	3	49	13	8.472759372152158
evil	god	3	11	58	8.47049632064359
let	step	3	29	22	8.47049632064359
mary	wife	3	22	29	8.47049632064359
europe	u.s.	3	22	29	8.47049632064359
$	million	9	30	64	8.465980839521096
survive	unit	3	28	23	8.456992056293842
foreign	minister	3	15	43	8.454753584097842
london	pp	3	43	15	8.454753584097842
possible	quickly	3	34	19	8.452518579714534
drop	turn	3	17	38	8.452518579714534
european	union	4	27	32	8.448058931523834
egg	female	4	18	48	8.448058931523834
clothing	lead	3	9	72	8.448058931523834
moment	tell	3	9	72	8.448058931523834
gray	white	3	11	59	8.445834266409321
democratic	president	3	11	59	8.445834266409321
president	previously	3	59	11	8.445834266409321
hear	radio	3	26	25	8.443613026492642
championships	water	3	7	93	8.441395201242823
oxygen	water	3	7	93	8.441395201242823
cambridge	university	4	10	87	8.438074842951213
age	illness	3	73	9	8.42815937408613
copy	million	7	24	64	8.425338855023751
2008	awards	3	55	12	8.421586720162644
california	san	3	22	30	8.421586720162644
finish	race	9	36	55	8.421586720162644
guest	return	3	13	51	8.415043874295872
body	lay	3	83	8	8.412869503061534
east	°	10	54	41	8.412435021793113
express	train	3	18	37	8.408530567337197
category	page	3	29	23	8.406365983223875
die	illness	5	124	9	8.400753216745478
3rd	total	3	12	56	8.395591511629698
book	poetry	3	96	7	8.395591511629698
britain	join	3	14	48	8.395591511629698
idea	theme	3	45	15	8.389165242470266
championship	european	6	50	27	8.389165242470266
foot	meter	3	25	27	8.389165242470266
elect	governor	4	41	22	8.385962810431922
midfielder	play	4	4	226	8.382767471272116
money	regular	3	40	17	8.378517998270757
red	yellow	3	34	20	8.378517998270757
college	student	4	35	26	8.373223698601244
civil	right	5	15	76	8.37005641952256
champion	win	4	8	114	8.37005641952256
phone	see	3	12	57	8.37005641952256
accord	rank	3	36	19	8.37005641952256
bronze	win	3	6	114	8.37005641952256
31	december	6	25	55	8.362693031109075
london	route	3	43	16	8.361644179706362
exhibition	run	3	8	86	8.361644179706362
bishop	church	3	13	53	8.359548761704168
split	western	3	13	53	8.359548761704168
de	la	7	67	24	8.359249664565978
museum	value	3	30	23	8.357456382742928
burn	heart	3	23	30	8.357456382742928
cuba	south	3	9	77	8.351197392271246
mountain	range	4	28	33	8.351197392271246
copy	pay	3	24	29	8.344965438559731
king	kirby	3	87	8	8.344965438559731
copy	friend	3	24	29	8.344965438559731
ask	question	4	49	19	8.34030907612851
singer	voice	3	25	28	8.33669782257613
independent	refer	3	20	35	8.33669782257613
championship	tournament	3	50	14	8.33669782257613
couple	daughter	3	18	39	8.332581714103899
average	month	5	30	39	8.332581714103899
concert	hall	3	19	37	8.330528055335924
expect	leader	3	19	37	8.330528055335924
commissioner	state	3	5	141	8.326429487122303
championship	cup	7	50	33	8.322051046611728
politician	william	4	41	23	8.321832473012206
white	yellow	5	59	20	8.320303384325461
dvd	movie	4	8	118	8.320303384325461
presidential	run	4	11	86	8.317250060347908
inside	outside	4	25	38	8.311162730468993
early	engineer	3	102	7	8.308128670379359
football	league	3	21	34	8.308128670379359
novel	prize	4	34	28	8.308128670379359
act	federal	3	42	17	8.308128670379359
england	press	4	34	28	8.308128670379359
6	democratic	3	65	11	8.306109502742707
6	height	3	65	11	8.306109502742707
musician	rock	3	18	40	8.296055838078784
daily	problem	3	12	60	8.296055838078784
jean	july	3	10	72	8.296055838078784
label	record	4	13	74	8.293053349917262
champions	world	3	4	181	8.288063047325254
polo	world	3	4	181	8.288063047325254
area	km²	5	151	8	8.286469789249587
article	fact	3	33	22	8.284083196412709
2021	february	4	16	61	8.272209096124417
1917	february	3	12	61	8.272209096124417
new	routledge	4	245	4	8.266308494684733
new	orleans	3	245	3	8.266308494684733
new	zealand	8	245	8	8.266308494684733
land	marine	3	67	11	8.26238812531339
elect	parliament	3	41	18	8.260431928348062
child	mexico	3	82	9	8.260431928348062
22	politician	4	24	41	8.260431928348062
temperature	°	3	18	41	8.260431928348062
africa	south	5	16	77	8.258087987879764
type	variable	3	74	10	8.256527473892147
football	team	8	21	94	8.256040159230905
public	quickly	3	39	19	8.254579202102626
jail	life	3	7	106	8.252633557787656
flower	plant	3	14	53	8.252633557787656
birthday	die	4	8	124	8.248750123300427
serve	vice	4	71	14	8.245844392125017
graduate	school	8	18	111	8.238605565894884
opposite	person	3	8	94	8.233320082730822
hear	sing	3	26	29	8.229488221139794
found	organization	4	53	19	8.227098465680518
build	dynasty	3	84	9	8.225666510187386
river	valley	5	84	15	8.225666510187386
19	5	4	24	42	8.225666510187386
collect	player	4	11	92	8.219952858992993
money	organization	3	40	19	8.218053326077511
concert	rock	3	19	40	8.218053326077511
championships	world	5	7	181	8.217673719433856
20th	early	6	15	102	8.208592996828445
follow	iii	3	48	16	8.202946433687304
party	republican	3	64	12	8.202946433687304
american	businessman	3	128	6	8.202946433687304
american	songwriter	4	128	8	8.202946433687304
hurt	kill	3	8	96	8.202946433687304
finally	race	3	14	55	8.199194298826196
edition	publish	7	29	62	8.19812405023046
new	york	38	245	40	8.192307913240956
eat	fish	5	43	30	8.19171917826405
chief	minister	3	18	43	8.19171917826405
dark	light	4	22	47	8.188925963372368
centre	town	4	15	69	8.187531381300616
attend	school	3	7	111	8.186138146000749
hall	women	3	37	21	8.186138146000749
comedy	movie	5	11	118	8.182799860575527
1960	movement	3	20	39	8.180578620658848
law	legal	3	39	20	8.180578620658848
co	performance	3	30	26	8.180578620658848
2007	debut	3	65	12	8.180578620658848
cover	surface	3	30	26	8.180578620658848
previously	serve	3	11	71	8.17873019626648
medal	win	7	16	114	8.177411341580166
protect	site	3	29	27	8.175040437117419
nearly	travel	3	27	29	8.175040437117419
graduate	university	6	18	87	8.175040437117419
japan	score	7	39	47	8.170310285205021
american	politician	20	128	41	8.167322523956582
actual	line	3	10	79	8.162200091343994
lead	reign	3	72	11	8.15855231432885
community	police	3	22	36	8.15855231432885
address	tell	3	11	72	8.15855231432885
11	flight	3	33	24	8.15855231432885
2020	22	4	44	24	8.15855231432885
debut	january	3	12	66	8.15855231432885
2021	january	4	16	66	8.15855231432885
area	metropolitan	4	151	7	8.15718677230462
city	subway	3	159	5	8.153097884236741
festival	film	5	25	53	8.153097884236741
great	success	5	78	17	8.152009468462078
perform	theatre	3	42	19	8.147663998186113
birth	son	3	14	57	8.147663998186113
radio	tv	3	25	32	8.144052744633735
d.	york	3	20	40	8.144052744633735
sexual	woman	3	9	89	8.142250501999749
black	white	15	68	59	8.13973113868364
game	mario	4	153	7	8.138203668937047
publish	times	3	62	13	8.133272905880492
provide	service	6	33	49	8.128804970934798
30	40	3	54	15	8.126130836636472
match	winner	3	45	18	8.126130836636472
1942	bear	3	7	116	8.122573017223283
pay	survive	3	29	28	8.122573017223283
able	step	3	37	22	8.119023950142212
early	kirby	3	102	8	8.115483592436963
19	2018	3	24	34	8.115483592436963
party	regular	4	64	17	8.115483592436963
deal	great	4	14	78	8.110189292767451
committee	elect	3	20	41	8.108428834903012
race	retire	3	55	15	8.09965862527528
crew	member	4	11	100	8.09965862527528
eastern	western	5	26	53	8.096514355870374
police	unit	3	36	23	8.094421976909134
feature	page	3	36	23	8.094421976909134
2011	census	5	60	23	8.094421976909134
million	worldwide	3	64	13	8.087469216267367
make	useful	3	104	8	8.087469216267367
school	secondary	6	111	15	8.086602472449835
48	high	3	6	139	8.084005360963795
