word_x	word_y	f_xy	f_x	f_y	pmi
party	finance	3	18	4	8.219773550892874
opinion	blame	3	8	9	8.219773550892874
2013	22	3	12	6	8.219773550892874
future	suspect	3	18	4	8.219773550892874
sign	afternoon	3	12	6	8.219773550892874
future	violence	3	18	4	8.219773550892874
volunteer	blow	3	9	8	8.219773550892874
future	santa	3	18	4	8.219773550892874
security	conference	3	8	9	8.219773550892874
brother	round	3	8	9	8.219773550892874
either	round	3	8	9	8.219773550892874
opinion	round	3	8	9	8.219773550892874
neighborhood	waste	3	8	9	8.219773550892874
present	finance	3	18	4	8.219773550892874
neighborhood	round	3	8	9	8.219773550892874
party	suspect	3	18	4	8.219773550892874
face	producer	3	24	3	8.219773550892874
either	career	3	8	9	8.219773550892874
career	background	3	9	8	8.219773550892874
either	husband	3	8	9	8.219773550892874
round	2014	3	9	8	8.219773550892874
round	junior	3	9	8	8.219773550892874
excellent	suspect	3	18	4	8.219773550892874
nov	2014	3	9	8	8.219773550892874
husband	2014	3	9	8	8.219773550892874
under	suspect	3	18	4	8.219773550892874
14	20	3	8	9	8.219773550892874
brother	career	3	8	9	8.219773550892874
2014	career	3	8	9	8.219773550892874
future	sustainable	3	18	4	8.219773550892874
face	telephone	3	24	3	8.219773550892874
expect	variety	3	18	4	8.219773550892874
course	variety	3	18	4	8.219773550892874
march	13	4	14	7	8.190026207498821
12	round	4	11	9	8.17537943153442
top	notch	3	15	5	8.160879861839305
mid	july	3	5	15	8.160879861839305
outstanding	nine	3	5	15	8.160879861839305
tackle	department	3	5	15	8.160879861839305
receive	roof	3	25	3	8.160879861839305
central	hospital	3	5	15	8.160879861839305
project	teen	3	25	3	8.160879861839305
park	producer	3	25	3	8.160879861839305
market	teen	3	25	3	8.160879861839305
marry	1947	3	25	3	8.160879861839305
brandon	hour	3	5	15	8.160879861839305
garden	front	3	15	5	8.160879861839305
top	outstanding	3	15	5	8.160879861839305
price	pool	3	15	5	8.160879861839305
remain	software	3	19	4	8.141771038891601
photo	tunnel	3	19	4	8.141771038891601
concern	productive	3	19	4	8.141771038891601
drug	organize	3	11	7	8.122912011640285
12	arrive	3	11	7	8.122912011640285
12	24	3	11	7	8.122912011640285
private	pride	3	11	7	8.122912011640285
13	12	3	7	11	8.122912011640285
quarter	seat	3	11	7	8.122912011640285
12	oct	3	11	7	8.122912011640285
drug	early	3	11	7	8.122912011640285
quarter	middle	3	11	7	8.122912011640285
12	host	3	11	7	8.122912011640285
drug	conduct	3	11	7	8.122912011640285
easy	teen	3	26	3	8.104296333472938
video	force	3	13	6	8.104296333472938
parent	creek	3	13	6	8.104296333472938
parent	50	3	13	6	8.104296333472938
30	50	3	13	6	8.104296333472938
sunday	force	3	13	6	8.104296333472938
rush	sunday	3	6	13	8.104296333472938
video	prison	3	13	6	8.104296333472938
video	exchange	3	13	6	8.104296333472938
exchange	university	3	6	13	8.104296333472938
side	equation	3	26	3	8.104296333472938
football	popular	3	13	6	8.104296333472938
april	13	4	15	7	8.090490533947907
price	previous	4	15	7	8.090490533947907
conduct	hour	4	7	15	8.090490533947907
dinner	either	3	10	8	8.067770457447823
16	texas	3	10	8	8.067770457447823
engineer	store	3	8	10	8.067770457447823
choice	fruit	3	20	4	8.067770457447823
door	entrance	3	20	4	8.067770457447823
brother	october	3	8	10	8.067770457447823
dinner	brother	3	10	8	8.067770457447823
guard	engineer	3	10	8	8.067770457447823
monday	factor	3	10	8	8.067770457447823
position	outstanding	3	16	5	8.067770457447823
require	suspect	3	20	4	8.067770457447823
dinner	2014	3	10	8	8.067770457447823
factor	artist	3	8	10	8.067770457447823
16	junior	3	10	8	8.067770457447823
property	extension	3	16	5	8.067770457447823
dinner	lunch	3	10	8	8.067770457447823
town	transport	3	16	5	8.067770457447823
tell	moody	3	27	3	8.049848549450562
member	fort	3	27	3	8.049848549450562
husband	round	3	9	9	8.049848549450562
system	round	3	9	9	8.049848549450562
husband	20	3	9	9	8.049848549450562
ace	eight	6	9	18	8.049848549450562
ask	producer	3	27	3	8.049848549450562
round	blame	3	9	9	8.049848549450562
member	baker	3	27	3	8.049848549450562
husband	david	3	9	9	8.049848549450562
round	waste	3	9	9	8.049848549450562
baker	center	3	3	27	8.049848549450562
moody	center	3	3	27	8.049848549450562
lead	scorer	3	27	3	8.049848549450562
tell	baker	3	27	3	8.049848549450562
per	damage	3	9	9	8.049848549450562
husband	career	3	9	9	8.049848549450562
david	20	3	9	9	8.049848549450562
six	tyrone	3	27	3	8.049848549450562
complete	teen	3	27	3	8.049848549450562
nov	husband	3	9	9	8.049848549450562
round	career	3	9	9	8.049848549450562
round	20	3	9	9	8.049848549450562
head	telephone	3	27	3	8.049848549450562
mile	player	3	6	14	7.997381129556426
pride	political	3	7	12	7.997381129556426
church	software	3	21	4	7.997381129556426
11	50	3	14	6	7.997381129556426
24	explain	3	7	12	7.997381129556426
pride	explain	3	7	12	7.997381129556426
judge	17	3	7	12	7.997381129556426
effect	train	3	7	12	7.997381129556426
conduct	train	3	7	12	7.997381129556426
four	teen	3	28	3	7.997381129556426
national	attack	3	14	6	7.997381129556426
2013	2008	3	12	7	7.997381129556426
6	union	3	14	6	7.997381129556426
poor	policy	3	7	12	7.997381129556426
march	popular	3	14	6	7.997381129556426
auction	6	3	6	14	7.997381129556426
double	rush	3	14	6	7.997381129556426
national	rush	3	14	6	7.997381129556426
march	wilson	3	14	6	7.997381129556426
11	wilson	3	14	6	7.997381129556426
march	prison	3	14	6	7.997381129556426
march	2002	3	14	6	7.997381129556426
predecease	father	3	4	21	7.997381129556426
fund	referendum	3	17	5	7.980307616197485
arrest	outstanding	3	17	5	7.980307616197485
information	referendum	3	17	5	7.980307616197485
president	pool	3	17	5	7.980307616197485
walk	transport	3	17	5	7.980307616197485
education	musical	3	17	5	7.980307616197485
its	llc	3	29	3	7.946755056486458
its	producer	3	29	3	7.946755056486458
close	moving	5	29	5	7.946755056486458
its	decade	3	29	3	7.946755056486458
incident	round	4	13	9	7.934371332030626
parent	round	4	13	9	7.934371332030626
university	round	4	13	9	7.934371332030626
12	brother	3	11	8	7.930266933697889
practice	brother	3	11	8	7.930266933697889
field	engineer	3	11	8	7.930266933697889
12	opinion	3	11	8	7.930266933697889
brother	director	3	8	11	7.930266933697889
drug	produce	3	11	8	7.930266933697889
teacher	produce	3	11	8	7.930266933697889
brother	mother	3	8	11	7.930266933697889
practice	either	3	11	8	7.930266933697889
private	2014	3	11	8	7.930266933697889
12	2014	3	11	8	7.930266933697889
private	engineer	3	11	8	7.930266933697889
quarter	notice	3	11	8	7.930266933697889
deep	engineer	3	11	8	7.930266933697889
winner	engineer	3	11	8	7.930266933697889
brother	appear	3	8	11	7.930266933697889
private	brother	3	11	8	7.930266933697889
private	either	3	11	8	7.930266933697889
private	notice	3	11	8	7.930266933697889
12	neighborhood	3	11	8	7.930266933697889
12	either	3	11	8	7.930266933697889
large	storage	3	8	11	7.930266933697889
practice	former	3	11	8	7.930266933697889
process	variety	3	22	4	7.930266933697889
practice	2014	3	11	8	7.930266933697889
johnson	12	3	8	11	7.930266933697889
arrest	13	4	17	7	7.909918288306087
round	store	3	9	10	7.897845456005512
mid	june	3	5	18	7.897845456005512
per	self	3	9	10	7.897845456005512
dinner	20	3	10	9	7.897845456005512
creek	young	3	6	15	7.897845456005512
dinner	career	3	10	9	7.897845456005512
25	20	3	10	9	7.897845456005512
july	creek	3	15	6	7.897845456005512
central	behind	3	5	18	7.897845456005512
above	50	3	15	6	7.897845456005512
20	store	3	9	10	7.897845456005512
husband	october	3	9	10	7.897845456005512
exchange	hour	3	6	15	7.897845456005512
campbell	experience	3	3	30	7.897845456005512
follow	telephone	3	30	3	7.897845456005512
dinner	system	3	10	9	7.897845456005512
catch	engineer	4	15	8	7.897845456005512
public	pool	3	18	5	7.897845456005512
nine	rebound	3	15	6	7.897845456005512
rush	hospital	3	6	15	7.897845456005512
follow	producer	3	30	3	7.897845456005512
future	beer	3	18	5	7.897845456005512
summer	internet	3	10	9	7.897845456005512
bank	thursday	3	9	10	7.897845456005512
prison	nine	3	6	15	7.897845456005512
16	round	3	10	9	7.897845456005512
follow	reception	3	30	3	7.897845456005512
june	pool	3	18	5	7.897845456005512
union	department	3	6	15	7.897845456005512
nine	union	3	15	6	7.897845456005512
25	9	3	10	9	7.897845456005512
april	charles	3	15	6	7.897845456005512
dinner	husband	3	10	9	7.897845456005512
protect	treatment	3	10	9	7.897845456005512
hour	station	3	15	6	7.897845456005512
crime	hour	3	6	15	7.897845456005512
mile	hour	3	6	15	7.897845456005512
rush	hour	3	6	15	7.897845456005512
per	store	3	9	10	7.897845456005512
incident	arrive	3	13	7	7.88190391213649
13	sunday	3	7	13	7.88190391213649
conduct	action	3	7	13	7.88190391213649
sunday	pace	3	13	7	7.88190391213649
30	oct	3	13	7	7.88190391213649
conduct	university	3	7	13	7.88190391213649
parent	conduct	3	13	7	7.88190391213649
video	organize	3	13	7	7.88190391213649
13	university	3	7	13	7.88190391213649
conduct	sunday	3	7	13	7.88190391213649
general	seat	3	13	7	7.88190391213649
middle	football	3	7	13	7.88190391213649
meat	son	3	7	13	7.88190391213649
pay	suspect	3	23	4	7.8661365962781735
include	software	3	23	4	7.8661365962781735
include	tunnel	3	23	4	7.8661365962781735
include	variety	3	23	4	7.8661365962781735
bear	suspect	3	23	4	7.8661365962781735
kid	suspect	3	23	4	7.8661365962781735
turn	productive	3	23	4	7.8661365962781735
case	suspect	4	31	4	7.850539741227155
around	teen	3	31	3	7.850539741227155
post	decade	3	31	3	7.850539741227155
bright	future	4	7	18	7.827456128114114
concern	mistake	3	19	5	7.819842944004239
pet	position	3	6	16	7.8047360516140305
2013	brother	3	12	8	7.8047360516140305
17	opinion	3	12	8	7.8047360516140305
sign	brother	3	12	8	7.8047360516140305
2013	either	3	12	8	7.8047360516140305
17	contest	3	12	8	7.8047360516140305
rush	tuesday	3	6	16	7.8047360516140305
tuesday	force	3	16	6	7.8047360516140305
position	management	3	16	6	7.8047360516140305
junior	train	3	8	12	7.8047360516140305
town	union	3	16	6	7.8047360516140305
police	suspect	3	24	4	7.8047360516140305
rush	surprise	3	6	16	7.8047360516140305
face	suspect	3	24	4	7.8047360516140305
2013	2014	3	12	8	7.8047360516140305
morning	invite	3	12	8	7.8047360516140305
ball	2010	3	16	6	7.8047360516140305
town	rush	3	16	6	7.8047360516140305
face	finance	3	24	4	7.8047360516140305
block	rush	3	16	6	7.8047360516140305
award	background	3	12	8	7.8047360516140305
article	hang	3	16	6	7.8047360516140305
position	background	4	16	8	7.8047360516140305
ball	2011	3	16	6	7.8047360516140305
parent	16	4	13	10	7.782368238585575
general	thursday	4	13	10	7.782368238585575
dinner	university	4	10	13	7.782368238585575
13	funeral	3	7	14	7.774988708219978
player	arrive	3	14	7	7.774988708219978
11	oct	3	14	7	7.774988708219978
funeral	pace	3	14	7	7.774988708219978
march	24	3	14	7	7.774988708219978
search	funeral	3	7	14	7.774988708219978
march	professional	3	14	7	7.774988708219978
bring	search	3	14	7	7.774988708219978
double	garage	3	14	7	7.774988708219978
6	solution	3	14	7	7.774988708219978
funeral	seriously	3	14	7	7.774988708219978
march	host	3	14	7	7.774988708219978
pace	serious	3	7	14	7.774988708219978
conduct	funeral	3	7	14	7.774988708219978
national	organize	3	14	7	7.774988708219978
conduct	6	3	7	14	7.774988708219978
judge	college	3	7	14	7.774988708219978
13	11	3	7	14	7.774988708219978
wood	pace	3	14	7	7.774988708219978
husband	director	3	9	11	7.760341932255576
private	resource	3	11	9	7.760341932255576
private	career	3	11	9	7.760341932255576
practice	husband	3	11	9	7.760341932255576
private	conference	3	11	9	7.760341932255576
husband	appear	3	9	11	7.760341932255576
far	war	3	11	9	7.760341932255576
old	telephone	3	33	3	7.760341932255576
practice	career	3	11	9	7.760341932255576
per	sell	3	9	11	7.760341932255576
private	round	3	11	9	7.760341932255576
drug	system	3	11	9	7.760341932255576
12	husband	3	11	9	7.760341932255576
bank	fact	3	9	11	7.760341932255576
fish	form	3	9	11	7.760341932255576
drug	round	3	11	9	7.760341932255576
private	husband	3	11	9	7.760341932255576
anyway	blame	3	11	9	7.760341932255576
per	winner	3	9	11	7.760341932255576
12	blame	3	11	9	7.760341932255576
husband	release	3	9	11	7.760341932255576
private	bank	3	11	9	7.760341932255576
practice	round	3	11	9	7.760341932255576
ace	12	3	9	11	7.760341932255576
volunteer	insurance	3	9	11	7.760341932255576
quarter	bank	3	11	9	7.760341932255576
12	career	3	11	9	7.760341932255576
company	cemetery	3	20	5	7.745842362560461
sponsor	store	3	10	10	7.745842362560461
16	active	3	10	10	7.745842362560461
company	baptist	3	20	5	7.745842362560461
monday	attention	3	10	10	7.745842362560461
offer	suspect	3	25	4	7.745842362560461
market	variety	3	25	4	7.745842362560461
dinner	store	3	10	10	7.745842362560461
16	26	3	10	10	7.745842362560461
project	variety	3	25	4	7.745842362560461
door	beer	3	20	5	7.745842362560461
study	tree	3	10	10	7.745842362560461
tree	plant	3	10	10	7.745842362560461
enough	tunnel	3	25	4	7.745842362560461
project	sustainable	3	25	4	7.745842362560461
board	tunnel	3	25	4	7.745842362560461
hospital	round	4	15	9	7.727920454563199
hour	round	4	15	9	7.727920454563199
nine	conference	4	15	9	7.727920454563199
fire	transport	4	27	5	7.727920454563199
above	average	4	15	9	7.727920454563199
walk	force	3	17	6	7.7172732103636905
fund	repair	3	17	6	7.7172732103636905
president	hang	3	17	6	7.7172732103636905
pet	information	3	6	17	7.7172732103636905
attack	arrest	3	6	17	7.7172732103636905
free	moody	3	34	3	7.7172732103636905
mile	fund	3	6	17	7.7172732103636905
information	correct	3	17	6	7.7172732103636905
question	decade	3	34	3	7.7172732103636905
free	telephone	3	34	3	7.7172732103636905
arrest	exchange	3	17	6	7.7172732103636905
walk	rush	3	17	6	7.7172732103636905
arrest	wilson	3	17	6	7.7172732103636905
parent	former	3	13	8	7.689258834194094
notice	general	3	8	13	7.689258834194094
road	tunnel	3	26	4	7.689258834194094
easy	variety	3	26	4	7.689258834194094
brother	son	3	8	13	7.689258834194094
former	son	3	8	13	7.689258834194094
parent	opinion	3	13	8	7.689258834194094
university	brother	3	13	8	7.689258834194094
son	background	3	13	8	7.689258834194094
parent	junior	3	13	8	7.689258834194094
easy	suspect	3	26	4	7.689258834194094
university	either	3	13	8	7.689258834194094
road	software	3	26	4	7.689258834194094
sunday	2014	3	13	8	7.689258834194094
10	suspect	3	26	4	7.689258834194094
construction	discuss	3	13	8	7.689258834194094
university	2014	3	13	8	7.689258834194094
locate	vehicle	3	13	8	7.689258834194094
incident	neighborhood	3	13	8	7.689258834194094
sunday	former	3	13	8	7.689258834194094
effect	past	3	7	15	7.675453034669063
13	nine	3	7	15	7.675453034669063
july	13	3	15	7	7.675453034669063
comment	musical	3	21	5	7.675453034669063
professional	young	3	7	15	7.675453034669063
hospital	nurse	3	15	7	7.675453034669063
judge	department	3	7	15	7.675453034669063
price	potential	3	15	7	7.675453034669063
13	hour	3	7	15	7.675453034669063
pride	hour	3	7	15	7.675453034669063
april	2008	3	15	7	7.675453034669063
effect	hour	3	7	15	7.675453034669063
funeral	self	4	14	10	7.675453034669063
judge	attend	3	7	15	7.675453034669063
conduct	hospital	3	7	15	7.675453034669063
nine	pace	3	15	7	7.675453034669063
hour	treat	3	15	7	7.675453034669063
class	baptist	3	21	5	7.675453034669063
seriously	department	3	7	15	7.675453034669063
hour	organize	3	15	7	7.675453034669063
13	hospital	3	7	15	7.675453034669063
parent	12	4	13	11	7.644864714835641
quarter	general	4	11	13	7.644864714835641
resource	explain	3	9	12	7.6348110501717175
public	station	3	18	6	7.6348110501717175
4	afternoon	3	18	6	7.6348110501717175
17	husband	3	12	9	7.6348110501717175
complete	software	3	27	4	7.6348110501717175
member	suspect	3	27	4	7.6348110501717175
lead	suspect	3	27	4	7.6348110501717175
under	force	3	18	6	7.6348110501717175
center	suspect	3	27	4	7.6348110501717175
rush	mr	3	6	18	7.6348110501717175
under	exchange	3	18	6	7.6348110501717175
resource	political	3	9	12	7.6348110501717175
course	mile	3	18	6	7.6348110501717175
personal	prison	3	18	6	7.6348110501717175
personal	importance	3	18	6	7.6348110501717175
six	grandchild	3	27	4	7.6348110501717175
17	blame	3	12	9	7.6348110501717175
expect	mile	3	18	6	7.6348110501717175
17	round	3	12	9	7.6348110501717175
ask	tunnel	3	27	4	7.6348110501717175
nice	force	3	18	6	7.6348110501717175
present	popular	3	18	6	7.6348110501717175
nice	union	3	18	6	7.6348110501717175
car	hang	3	18	6	7.6348110501717175
eight	rush	3	18	6	7.6348110501717175
complete	variety	3	27	4	7.6348110501717175
party	popular	3	18	6	7.6348110501717175
mr	force	3	18	6	7.6348110501717175
under	theft	3	18	6	7.6348110501717175
woman	wilson	3	18	6	7.6348110501717175
2013	round	3	12	9	7.6348110501717175
month	station	3	18	6	7.6348110501717175
nature	conference	3	12	9	7.6348110501717175
nice	rush	3	18	6	7.6348110501717175
2014	june	4	8	18	7.6348110501717175
head	suspect	3	27	4	7.6348110501717175
sign	bank	3	12	9	7.6348110501717175
ball	david	4	16	9	7.6348110501717175
future	rush	3	18	6	7.6348110501717175
decision	blow	4	18	8	7.6348110501717175
2013	husband	3	12	9	7.6348110501717175
nov	17	3	9	12	7.6348110501717175
pet	excellent	3	6	18	7.6348110501717175
vote	mile	3	18	6	7.6348110501717175
police	station	4	24	6	7.6348110501717175
strong	station	3	18	6	7.6348110501717175
fire	suspect	3	27	4	7.6348110501717175
round	train	3	9	12	7.6348110501717175
2013	career	3	12	9	7.6348110501717175
eight	rebound	3	18	6	7.6348110501717175
quarter	thursday	3	11	10	7.608338838810527
26	daughter	3	10	11	7.608338838810527
charge	outstanding	3	22	5	7.608338838810527
12	artist	3	11	10	7.608338838810527
16	john	3	10	11	7.608338838810527
dinner	12	3	10	11	7.608338838810527
nothing	outstanding	3	22	5	7.608338838810527
12	26	3	11	10	7.608338838810527
quarter	memorial	3	11	10	7.608338838810527
october	release	3	10	11	7.608338838810527
private	store	3	11	10	7.608338838810527
dinner	drug	3	10	11	7.608338838810527
practice	attorney	3	11	10	7.608338838810527
winner	store	3	11	10	7.608338838810527
dinner	private	3	10	11	7.608338838810527
26	mother	3	10	11	7.608338838810527
deep	store	3	11	10	7.608338838810527
access	private	3	10	11	7.608338838810527
key	practice	3	10	11	7.608338838810527
director	october	3	11	10	7.608338838810527
practice	common	3	11	10	7.608338838810527
dinner	practice	3	10	11	7.608338838810527
16	12	3	10	11	7.608338838810527
service	producer	3	37	3	7.59528268598508
today	moving	5	37	5	7.59528268598508
funeral	former	3	14	8	7.582343630277582
march	brother	3	14	8	7.582343630277582
four	variety	3	28	4	7.582343630277582
ball	professional	3	16	7	7.582343630277582
